curriculum_record_id,country,curriculum_name,curriculum_version,academic_year,education_level,phase,grade,subject,subject_variant,element_code,element_name,learning_outcome_code,learning_outcome_text,learning_objective_code,learning_objective_text,topic_code,topic_name,topic_description,prerequisites,suggested_sequence,assessment_type,source_resource_id,source_document_title,source_page_start,source_page_end,official_source_url,effective_from,effective_until,verification_status,license_category,extraction_confidence,review_notes
CPM-PENGEMBANGAN-GIM-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pengembangan Gim,,,,CP-PENGEMBANGAN-GIM-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pemodelan gim Menganalisis game concept, game design document, game mechanic concept, game system concept, game technical concept, game level concept, game narrative concept, game user research concept, game design prototype, dan game design balancing. 2. Pemrograman gim Menerapkan pemrograman berbasis teks dan grafis yang diintegrasikan pada pemrograman gim ( game engine ),",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-SISTEM-INFORMASI-JARINGAN-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,"Sistem Informasi, Jaringan, dan",,,,CP-SISTEM-INFORMASI-JARINGAN-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Instalasi dan Konfigurasi Jaringan Komputer Menerapkan instalasi jaringan komputer berbasis kabel dan nirkabel sesuai kebutuhan, menginstalasi dan mengonfigurasi perangkat jaringan, menguji konektivitas dan performa jaringan menggunakan alat ukur sesuai prosedur, serta mendokumentasikan hasil instalasi dan konfigurasi. 2. Sistem Keamanan Jaringan Menerapkan konsep keamanan jaringan serta berbagai jenis ancaman dan serangan, mengonfigurasi firewall dan pengaturan hak akses berdasarkan prinsip least privilege ,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-TEKNIK-KOMPUTER-DAN-JARINGAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Teknik Komputer dan Jaringan,,,,CP-TEKNIK-KOMPUTER-DAN-JARINGAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Perencanaan dan pengalamatan jaringan Menerapkan perencanaan topologi, arsitektur jaringan sesuai kebutuhan serta pengalamatan jaringan ( subnetting , Classless Inter-Domain Routing (CIDR), dan Variable Length Subnet Mask (VLSM) ). 2. Teknologi jaringan kabel dan nirkabel Menerapkan instalasi jaringan kabel ( twisted pair cable dan fiber optic ) dan jaringan nirkabel. 3. Keamanan jaringan Menerapkan sistem keamanan jaringan.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-TEKNIK-JARINGAN-AKSES-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Teknik Jaringan Akses,,,,CP-TEKNIK-JARINGAN-AKSES-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Teknik kerja bengkel dan kelistrikan Menerapkan penggunaan perkakas bidang telekomunikasi, pendokumentasian pemeliharaan grounding dan catu daya, serta instalasi listrik sederhana. 2. Sistem komputer, dan Internet of Things (IoT) Menerapkan konsep sistem komputer, komunikasi data, menerapkan pendokumentasian pemrograman dasar pada Internet of Things (IoT). 3. FTTx Menerapkan prinsip propagasi gelombang cahaya, konsep implementasi konfigurasi jaringan FTTx, menerapkan instalasi, terminasi, pengukuran, troubleshooting , serta pendokumentasian perencanaan jaringan FTTx menggunakan perangkat lunak yang relevan. 4. VSAT Menerapkan arsitektur sistem komunikasi satelit, instalasi, troubleshooting , dan pemeliharaan perangkat VSAT serta pendokumentasian perencanaan jaringan satelit. 5. Wireless Access Menerapkan pengetahuan dasar kelistrikan, grounding, instalasi, troubleshooting , pendokumentasian perencanaan, dan optimasi jaringan akses radio. 6. Customer Premise Equipment",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-LAYANAN-PENUNJANG-KEPERAWATAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Layanan Penunjang Keperawatan,,,,CP-LAYANAN-PENUNJANG-KEPERAWATAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Teknik Kerja Bengkel dan Kelistrikan Menerapkan perkakas bidang telekomunikasi, sistem grounding , catu daya, dan instalasi listrik sederhana. 2. Sistem komputer, elektronika, dan mikrokontroler Menerapkan pemrograman dasar, elektronika analog dan digital, mikrokontroler, serta sistem IoT dalam berbagai aplikasi. 3. Transmisi kabel serat optic Menerapkan konsep sistem jaringan kabel serat optik, perencanaan, instalasi jaringan, pengoprasian dan pemeliharaan serta troubleshooting jaringan kabel serat optik. 4. Transmisi satelit Menerapkan sistem transmisi satelit, perencanaan, instalasi, pengoperasian, dan pemeliharaan serta troubleshooting perangkat segmen bumi. 5. Transmisi radio terestrial dan seluler Menerapkan perencanaan, instalasi perangkat, pengoprasian, dan pemeliharaan serta troubleshooting perangkat transmisi radio terestrial dan seluler. VI.69.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-LAYANAN-PENUNJANG-DENTAL-CARE-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Layanan Penunjang Dental Care,,,,CP-LAYANAN-PENUNJANG-DENTAL-CARE-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Dasar ilmu kesehatan gigi dan mulut Menganalisis anatomi fisiologi gigi dan mulut yang mencakup nama, lokasi dan fungsi bagian-bagian gigi dan mulut, terminologi gigi dan mulut, morfologi dan nomenklatur gigi; menganalisis penyakit gigi dan mulut, obat, bahan, peralatan kedokteran gigi; serta menerapkan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-LAYANAN-PENUNJANG-LABORATORIUM-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Layanan Penunjang Laboratorium,,,,CP-LAYANAN-PENUNJANG-LABORATORIUM-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Praanalitik laboratorium Menerapkan prosedur praanalitik laboratorium. 2. Pengelolaan dan distribusi sampel Menerapkan pengelolaan dan distribusi sampel, kesesuaian persyaratan sampel dengan jenis dan bahan pemeriksaan yang digunakan di laboratorium klinik. 3. K3 laboratorium Menerapkan penanganan limbah infeksius yang dihasilkan oleh laboratorium medik. 4. Logistik laboratorium Menerapkan perencanaan, pengadaan, penerimaan, penyimpanan, pendistribusian alat dan bahan yang",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-FARMASI-INDUSTRI-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Farmasi Industri,,,,CP-FARMASI-INDUSTRI-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pelayanan Farmasi Menerapkan prosedur pelayanan resep dan teknik pembuatan sediaan obat, serta pelayanan obat bebas, bebas terbatas, dan perbekalan kesehatan. 2. Administrasi Farmasi Menerapkan teknik dasar pengelolaan obat untuk memenuhi kebutuhan sediaan farmasi dan perbekalan kesehatan. 3. Farmakologi Menerapkan pemilihan obat-obatan untuk penyakit yang bersifat simtomatis dan kausal. 4. Farmakognosi Menganalisis sediaan obat tradisional, serta menerapkan pembuatan sediaan jamu. VI.73.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PEKERJAAN-SOSIAL-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pekerjaan Sosial,,,,CP-PEKERJAAN-SOSIAL-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Relasi dengan PPKS dan lingkungan sosial Menerapkan citra positif pelayanan publik melalui keterampilan dasar dalam komunikasi termasuk komunikasi diagnostik, komunikasi terapeutik pada pelayanan pekerjaan sosial, public speaking dan personal grooming , serta relasi pertolongan dalam pekerjaan sosial mulai dari anak, lansia, penyandang disabilitas, dan korban penyalahgunaan NAPZA, serta saudara, keluarga, teman, dan anggota masyarakat di tempat PPKS berada. 2. Pengumpulan data Menerapkan teknik pengumpulan data sesuai prosedur pengumpulan data mulai dari perencanaan, proses pengumpulan data, penyesuaian pelayanan dengan kebutuhan dasar manusia/PPKS anak, lansia, penyandang disabilitas, dan korban penyalahgunaan NAPZA tentang masalah, harapan, kebutuhan, keinginan PPKS tersebut serta menerapkan rapport (Hubungan Kepercayaan) dari PPKS anak, lansia, penyandang disabilitas, dan korban penyalahgunaan NAPZA kepada pekerja sosial yang dituangkan dalam pencatatan dan pelaporan. 3. Asesmen masalah PPKS",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-TANAMAN-PERKEBUNAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Tanaman Perkebunan,,,,CP-AGRIBISNIS-TANAMAN-PERKEBUNAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Penyiapan Lahan Menerapkan penyiapan lahan tanaman perkebunan meliputi penentuan komoditas tanaman yang sesuai dengan potensi daerah, pemetaan lahan, dan pengolahan tanah untuk penanaman tanaman perkebunan. 2. Penyiapan Bibit Menerapkan penyiapan bibit tanaman perkebunan meliputi penyiapan lokasi, sarana, dan prasarana pembibitan, serta perbanyakan tanaman perkebunan secara vegetatif dan generatif. 3. Penanaman Bahan Tanam Menerapkan penanaman bahan tanam tanaman perkebunan meliputi penanaman dan penyulaman tanaman perkebunan sesuai karakteristik komoditas. 4. Pengairan Menerapkan pengairan meliputi berbagai sistem/teknik pengairan untuk pengembangan tanaman perkebunan. 5. Pemupukan Menerapkan pemupukan meliputi penggunaan berbagai jenis pupuk untuk perkembangan tanaman perkebunan 6. Pengendalian Organisme Pengganggu Tanaman (OPT) Menerapkan pengendalian Organisme Pengganggu Tanaman (OPT) meliputi pengendalian hama, penyebab",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-TANAMAN-PANGAN-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Tanaman Pangan dan,,,,CP-AGRIBISNIS-TANAMAN-PANGAN-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Persiapan pra tanam Menerapkan penyiapan media tanam untuk tanaman yang terdapat di lahan basah, lahan kering, di pot, dan tanaman yang ditanam dengan metode lainnya, seperti hidroponik, aquaponik, dan aeroponik maupun pertanian organik, secara konvensional dan/atau dengan alat modern. Penyiapan bibit secara generatif serta menerapkan penyiapan bibit secara vegetatif melalui perbanyakan secara vegetatif dari konvensional (stek, cangkok, sambung, okulasi) dan/atau sampai modern (kultur jaringan tanaman). 2. Penanaman dan pemeliharaan tanaman Menerapkan penanaman, penyulaman, berbagai teknik pengairan, pemupukan organik dan/atau anorganik, berbagai metode pengendalian gulma, hama dan/atau",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-PERBENIHAN-TANAMAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Perbenihan Tanaman,,,,CP-AGRIBISNIS-PERBENIHAN-TANAMAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Teknik produksi/penangkaran benih Menerapkan penyiapan benih induk, penyiapan lahan/media tanam, pembibitan, penanaman, pengairan, pemupukan, pengendalian organisme pengganggu tanaman (OPT), perlakuan khusus tanaman, penyilangan/polinasi dan/atau tanpa penyilangan roguing /seleksi, pemanenan, penanganan pasca panen. 2. Pengolahan dan pengujian mutu benih Menerapkan pembersihan, perlakuan benih, pengemasan, penyimpanan, pengujian kemurnian fisik, pengujian daya berkecambah, pengujian kadar air benih, pelaporan hasil",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-LANSKAP-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Lanskap dan,,,,CP-AGRIBISNIS-LANSKAP-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Material pembentuk taman Menganalisis jenis fungsi dan karakteristik material lunak ( softscape ) dan material keras ( hardscape ) pada taman. 2. Survei dan pengukuran lahan Menganalisis aspek fisik, aspek nonfisik pada tapak, dan menerapkan alat konvensional dan/atau modern dalam melakukan survei dan pengukuran tapak.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-TERNAK-RUMINANSIA-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Ternak Ruminansia,,,,CP-AGRIBISNIS-TERNAK-RUMINANSIA-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Sarana Produksi Menerapkan penyiapan kandang pada ternak ruminansia. 2. Pengelolaan produksi Menerapkan pengelolaan produksi ternak Ruminansia 3. Pengelolaan pakan Menerapkan pengelolaan pakan hijauan, konsentrat dan sumber bahan pakan alternatif pada ternak ruminansia. 4. Kesehatan ternak dasar Menerapkan prosedur kesehatan ternak dasar pada ternak ruminansia. 5. Pembibitan ternak Menerapkan pembibitan ternak berdasarkan standar mutu ternak ruminansia. 6. Panen dan pascapanen",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-TERNAK-UNGGAS-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Ternak Unggas,,,,CP-AGRIBISNIS-TERNAK-UNGGAS-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut: 1. Sarana prasarana produksi Menerapkan peralatan dan kandang ternak unggas. 2. Pengelolaan produksi Menerapkan pengelolaan produksi ternak unggas. 3. Pengelolaan pakan Menerapkan pengelolaan pakan ternak unggas. 4. Kesehatan Ternak Menerapkan kesehatan ternak unggas. 5. Panen dan pascapanen Menerapkan pemanenan produksi ternak unggas dan penanganan pascapanen. 6. Pemasaran hasil ternak",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-KESEHATAN-HEWAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Kesehatan Hewan,,,,CP-KESEHATAN-HEWAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pengantar Kesehatan Hewan Menganalisis anatomi hewan, fisiologi hewan, agen penyebab penyakit hewan, obat hewan, vaksin hewan, dan menerapkan prinsip kesejahteraan hewan ( animal welfare ). 2. Pencegahan dan Pengendalian Penyakit Hewan Menganalisis gejala klinis penyakit hewan serta menerapkan pemeriksaan fisik hewan, perawatan hewan, pemberian obat dan vaksin pada hewan, prinsip biosecurity (K3LH), dan pemusnahan hewan atau bangkai. 3. Pemeriksaan dan Pengujian Laboratorium Menerapkan alat pengujian, pembedahan bangkai, pengambilan dan pemeriksaan sampel, dan pemeliharaan biakan mikroorganisme 4. Penanganan Reproduksi Hewan Menerapkan penanganan semen, teknologi reproduksi, pemeriksaan kebuntingan, penanganan kelahiran, dan gangguan reproduksi pada hewan. 5. Penjaminan Keamanan Produk Hewan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-IKAN-HIAS-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Ikan Hias,,,,CP-AGRIBISNIS-IKAN-HIAS-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pengelolaan agribisnis ikan hias Menerapkan tata kelola produksi, menerapkan sistem pemasaran produk, menjelaskan prosedur ekspor/impor/domestik agribisnis ikan hias dan menganalisis kelayakan usaha. 2. Pengelolaan kualitas air dan pengendalian hama penyakit Menerapkan pengelolaan kualitas air, menerapkan pengendalian hama dan penyakit ikan. 3. Produksi pakan alami dan pakan tambahan Menerapkan produksi pakan alami dan pakan tambahan. 4. Pembenihan ikan hias Menerapkan pengelolaan induk dan menerapkan pembenihan ikan hias. 5. Pendederan ikan hias Menerapkan padat tebar larva dan menerapkan pendederan. 6. Pembesaran ikan hias Menerapkan pembesaran ikan hias. 7. Pemanenan Memprediksi estimasi hasil produksi, menerapkan pemanenan; serta menerapkan penanganan ikan hias, pengemasan, dan sistem transportasi. 8. Pembuatan dekorasi akuarium/aquascape/paludarium Menerapkan penyiapan wadah, peralatan, dan bahan dekorasi; menghasilkan dekorasi",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-PERIKANAN-PAYAU-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Perikanan Payau dan,,,,CP-AGRIBISNIS-PERIKANAN-PAYAU-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pengelolaan agribisnis perikanan payau dan laut Menerapkan analisis kelayakan usaha, analisis peluang usaha, perencanaan produksi, manajemen tata kelola produksi, pelaksanaan produksi, penghitungan estimasi panen, pendataan hasil produksi, peningkatan nilai jual produk perikanan, pemasaran, monitoring, dan evaluasi agribisnis perikanan payau dan laut serta menjelaskan perkembangan teknologi pada kegiatan agribisnis perikanan payau dan laut. 2. Pengelolaan kualitas air dan pengendalian hama penyakit ikan Menerapkan pengelolaan kualitas air dan pengendalian hama penyakit ikan serta pengobatan ikan yang sakit. 3. Produksi pakan alami dan pakan buatan Menerapkan produksi pakan alami baik secara terkontrol maupun secara massal; menerapkan produksi pakan buatan serta pengujian kualitas pakan, pengemasan, dan enrichment pakan. 4. Pembenihan perikanan payau dan laut Menerapkan pembenihan perikanan payau dan laut serta menerapkan teknologi di pembenihan sesuai dengan karakteristik satuan pendidikan kearifan lokal dan kebutuhan murid serta kebutuhan dunia kerja. 5. Pendederan perikanan payau dan laut",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-PERIKANAN-AIR-TAWAR-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Perikanan Air Tawar,,,,CP-AGRIBISNIS-PERIKANAN-AIR-TAWAR-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pengelolaan kualitas air dan pengendalian hama penyakit Menerapkan pengelolaan kualitas air dan pengendalian hama penyakit ikan menggunakan metode konvensional dan/atau modern. 2. Produksi pakan alami dan pakan buatan Menerapkan produksi pakan alami dan pakan buatan, perhitungan formulasi pakan, penyiapan bahan baku pakan, pembuatan pakan, pengemasan dan pengujian pakan buatan menggunakan metode konvensional dan/atau alat modern. 3. Pembenihan komoditas perikanan air tawar Menerapkan pembenihan komoditas perikanan air tawar serta menerapkan teknologi pada pembenihan ikan menggunakan metode konvensional dan/atau alat modern. 4. Pendederan komoditas perikanan air tawar Menerapkan pendederan komoditas perikanan air tawar serta menerapkan teknologi pada pendederan ikan menggunakan metode konvensional dan/atau alat modern. 5. Pembesaran komoditas perikanan air tawar Menerapkan penyiapan wadah dan mengelola media pembesaran, seleksi benih ikan, pemberian pakan, pengelolaan kualitas air, pengendalian hama dan penyakit, pemantauan laju pertumbuhan, pemanenan hasil pembesaran dan pendataan secara terukur proses produksi pada pembesaran, serta penerapan teknologi pada pembesaran ikan menggunakan metode konvensional dan/atau alat modern. 6. Penanganan panen dan pascapanen",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-RUMPUT-LAUT-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Rumput Laut,,,,CP-AGRIBISNIS-RUMPUT-LAUT-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Pengantar Agribisnis Rumput Laut Menerapkan analisis jenis dan karakteristik rumput laut, memahami potensi, serta pengembangan dalam budidaya dan pemanfaatan rumput laut sesuai dengan karakteristik satuan pendidikan, kearifan lokal dan kebutuhan murid serta kebutuhan dunia kerja. 2. Pembibitan Rumput Laut Menerapkan pemanenan, dan penanganan bibit, pendistribusian bibit, serta pendataan yang terukur pada pembibitan rumput laut sesuai dengan karakteristik satuan pendidikan, kearifan lokal dan kebutuhan murid serta kebutuhan dunia kerja. 3. Penanaman dan Pemeliharaan Rumput Laut Menerapkan penanaman dan pemeliharaan, pengelolaan media penanaman, pengendalian hama dan penyakit, serta pendataan yang terukur pada penanaman dan pemeliharaan rumput laut sesuai dengan karakteristik",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-USAHA-PERTANIAN-TERPADU-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Usaha Pertanian Terpadu,,,,CP-USAHA-PERTANIAN-TERPADU-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Produksi pangan (food/ makanan) Menerapkan kegiatan produksi hasil dari tanaman, peternakan, dan produk hasil perikanan; menerapkan penanganan dan/atau pengolahan produk hasil panen dan pascapanen; dan menggunakan metode konvensional dan/atau alat modern. 2. Produksi pakan (feed/pakan)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-MEKANISASI-PERTANIAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Mekanisasi Pertanian,,,,CP-MEKANISASI-PERTANIAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Alat mesin budi daya pertanian Menerapkan pengoperasian, perawatan, dan perbaikan alat mesin budidaya secara konvensional dan/atau modern. 2. Alat mesin pasca panen hasil pertanian Menerapkan pengoperasian, perawatan, dan perbaikan alat mesin pasca panen hasil pertanian secara konvensional dan/atau modern. 3. Pengukuran dan pemetaan lahan pertanian Menerapkan komunikasi efektif, penggunaan alat pengukuran dan pemetaan lahan pertanian, perawatan alat pengukuran dan pemetaan lahan pertanian secara non digital dan/atau digital; mendokumentasikan serta mengomunikasikan kegiatan pengukuran dan pemetaan lahan di lahan pertanian yang sebenarnya baik secara mandiri dan/atau kolaboratif. 4. Irigasi dan drainase Menganalisis hubungan air, tanah dan tanaman serta menerapkan perhitungan kebutuhan air, sistem irigasi, pompa, serta sistem drainase secara konvensional dan/atau modern. 5. Workshop alat mesin pertanian",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-AGRIBISNIS-PENGOLAHAN-HASIL-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Agribisnis Pengolahan Hasil,,,,CP-AGRIBISNIS-PENGOLAHAN-HASIL-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Produksi olahan hasil perikanan secara tradisional Menerapkan teknik penggaraman/pengeringan/ pemindangan/pengasapan/fermentasi hasil perikanan sampai dengan pengemasan dan pengembangan produk olahan hasil perikanan tradisional. 2. Produksi olahan diversifikasi produk hasil perikanan Menerapkan pembuatan surimi, produksi olahan diversifikasi berbahan dasar surimi/daging lumat/ikan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENGAWASAN-MUTU-HASIL-PERTANIAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pengawasan Mutu Hasil Pertanian,,,,CP-PENGAWASAN-MUTU-HASIL-PERTANIAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Teknik pengambilan sampel uji, Prinsip/teknik pengujian volumetri dan gravimetri dan penyajian data hasil pengujian",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
