curriculum_record_id,country,curriculum_name,curriculum_version,academic_year,education_level,phase,grade,subject,subject_variant,element_code,element_name,learning_outcome_code,learning_outcome_text,learning_objective_code,learning_objective_text,topic_code,topic_name,topic_description,prerequisites,suggested_sequence,assessment_type,source_resource_id,source_document_title,source_page_start,source_page_end,official_source_url,effective_from,effective_until,verification_status,license_category,extraction_confidence,review_notes
CPM-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Agama Islam dan Budi,,,,CP-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut. 2.1. Al-Qur’an Hadis Memahami beberapa surah pendek, ayat Al-Qur’an dan hadis tentang kewajiban salat dan menjaga hubungan baik dengan sesama. 2.2. Akidah Memahami sifat-sifat Allah Swt., beberapa asmaulhusna, iman kepada kitab-kitab Allah Swt. dan rasul-rasul Allah Swt. 2.3. Akhlak Memahami akhlak terhadap Allah Swt. dengan berbaik sangka kepada-Nya, akhlak terhadap orang tua, keluarga, dan pendidik.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Agama Islam dan Budi,,,,CP-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut. 3.1. Al-Qur’an Hadis Memahami beberapa surah pendek dan ayat Al-Qur’an serta hadis tentang keragaman. 3.2. Akidah Memahami beberapa asmaulhusna, iman kepada hari akhir, qadā ʾ dan qadr. 3.3. Akhlak Memahami akhlak terhadap Allah Swt. dengan berdoa dan bertawakal kepada-Nya, akhlak terhadap teman, tetangga, non muslim, hewan, dan tumbuhan. 3.4. Fikih Memahami puasa sunah, zakat, infak, sedekah, hadiah, makanan dan minuman yang halal dan haram. 3.5. Sejarah Peradaban Islam Memahami kisah Nabi Muhammad saw. periode Madinah dan khulafaurasyidin. 4. Fase D (Umumnya untuk Kelas VII, VIII dan IX SMP/MTs/Program Paket B)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Agama Islam dan Budi,,,,CP-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 4.1. Al-Qur’an Hadis Memahami ayat Al-Qur’an dan hadis tentang",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Agama Islam dan Budi,,,,CP-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 5.1. Al-Qur’an Hadis Memahami ayat Al-Qur’an dan hadis tentang perintah berlomba-lomba dalam kebaikan, larangan pergaulan bebas, dan zina. 5.2. Akidah Memahami beberapa cabang iman ( syu‘ab al-īmān ) . 5.3. Akhlak Memahami manfaat menghindari penyakit hati. 5.4. Fikih Memahami sumber hukum Islam dan pentingnya menjaga lima prinsip dasar hukum Islam ( al-kulliyāt al-khamsah) .",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KRISTEN-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan Agama Kristen dan,,,,CP-PENDIDIKAN-AGAMA-KRISTEN-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 6.1. Al-Qur’an Hadis Memahami ayat Al-Qur’an dan hadis tentang pentingnya berpikir kritis, ilmu pengetahuan dan teknologi, memelihara kehidupan manusia, dan moderasi beragama. 6.2. Akidah Memahami beberapa cabang iman ( syu‘ab al-īmān ), keterkaitan antara iman, Islam, dan ihsan . 6.3. Akhlak Memahami manfaat menghindari penyakit sosial; Memahami adab bermasyarakat dan etika digital dalam Islam. 6.4. Fikih Memahami ketentuan khotbah, tablig dan dakwah, muamalah, munakahat, dan mawāris . 6.5. Sejarah Peradaban Islam Memahami peran tokoh ulama dalam perkembangan peradaban Islam di dunia dan peran organisasi-organisasi Islam di Indonesia. I.2.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut. 1.1. Pribadi Peserta Didik Memahami dirinya sebagai pribadi yang dicintai Tuhan, memiliki anggota tubuh yang berguna, memahami cara merawat tubuhnya; memahami teman-teman, lingkungan rumah dan satuan pendidikan sebagai tempat mengembangkan potensi diri. 1.2. Yesus Kristus Memahami bahwa Tuhan menciptakan langit, bumi, dan seluruh isinya; memahami tokoh-tokoh iman di dalam Perjanjian Lama (Nuh, Abraham, Ishak, dan Yakub); memahami kisah kelahiran Tuhan Yesus, kisah tiga orang Majus, masa kanak-kanak Yesus di Nazaret, Yesus dipersembahkan di Bait Allah, dan berada di Bait Allah pada umur 12 tahun. 1.3. Gereja Memahami imannya dengan cara membuat tanda salib, berdoa Bapa Kami, Salam Maria,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut. 2.1. Pribadi Peserta Didik Memahami dirinya sebagai pribadi yang tumbuh dan berkembang, mewujudkan iman dengan cara melakukan perbuatan baik; memahami diri sebagai pribadi yang unik, bersyukur dan bersedia mengembangkan keunikan diri bersama orang lain dan lingkungan sekitar. 2.2. Yesus Kristus Memahami karya keselamatan Allah melalui tokoh-tokoh Yusuf, Musa, dan Yosua; memahami Sepuluh Perintah Allah sebagai pedoman hidup; memahami bangsa Israel memasuki tanah terjanji, Allah memberkati pemimpin Israel (Samuel, Saul, dan Daud); memahami Yesus sebagai pemenuhan janji Allah yang mewartakan Kerajaan Allah melalui perkataan, perbuatan, dan mukjizat 2.3. Gereja Murid memahami sakramen baptis, sakramen ekaristi, dan sakramen tobat; mengungkapkan rasa syukur dalam doa pribadi dan doa bersama,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut 3.1. Pribadi Peserta Didik Memahami diri sebagai perempuan atau laki-laki sebagai citra Allah yang sederajat dan saling melengkapi; memahami hak dan kewajiban dirinya sebagai warga negara dan bangga sebagai bangsa Indonesia; memahami diri sebagai warga dunia. 3.2. Yesus Kristus Memahami perjuangan tokoh-tokoh kitab suci: Daud sebagai pemimpin yang tangguh; Salomo yang bijaksana, dan Ester perempuan pemberani, serta tokoh Maria dan Elisabet yang setia dan berserah kepada Allah; meneladani Yesus yang taat kepada Allah; mengajarkan pengampunan, memanggil orang berdosa; menderita, wafat, dan bangkit; mengutus Roh Kudus untuk menguatkan para rasul, dan orang yang beriman kepada-Nya; memahami perjuangan Nabi Elia yang menobatkan bangsa Israel; Nabi Amos sebagai pejuang keadilan; dan Nabi Yesaya yang me-nubuat-kan kedatangan Juru Selamat; memahami Yesus yang mewartakan kerajaan Allah dengan perkataan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut 4.1. Pribadi Peserta Didik Memahami manusia sebagai citra Allah yang unik, sebagai laki-laki dan perempuan; memahami kemampuan dan keterbatasan; memahami diri yang tumbuh dan berkembang karena peran keluarga, teman, satuan pendidikan, dan gereja. 4.2. Yesus Kristus Memahami pribadi Yesus yang berbelas kasih, pengampun, dan pendoa; memahami pribadi dan karya Yesus sebagai pemenuhan janji Allah, yang mewartakan kerajaan Allah melalui sabda, perbuatan, dan mukjizat-Nya; memahami Yesus yang memanggil dan mengutus para murid-Nya; memahami sengsara, wafat, dan kebangkitan Yesus, peristiwa Yesus naik ke surga; memahami",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut 5.1. Pribadi Peserta Didik Memahami dirinya sebagai pribadi yang unik, kesetaraan antara laki-laki dan perempuan,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan Agama Katolik dan Budi,,,,CP-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut 6.1. Pribadi Peserta Didik Memahami makna panggilan hidup berkeluarga,membiara, klerus, karya/profesi. 6.2. Yesus Kristus - 6.3. Gereja Memahami gereja sebagai umat Allah; memahami sifat gereja; memahami peran hierarki dan awam; memahami karya pastoral gereja ( Kerygma , Koinonia , Liturgia , Diakonia , Martyria ). 6.4. Masyarakat Memahami hubungan gereja dan dunia, ajaran",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut. 1.1. Kitab Suci Weda Memahami kitab Ramayana dan Mahabharata. 1.2. Sraddha dan Bhakti Memahami Hyang Widhi Wasa sebagai pencipta dan sumber hidup. 1.3. Susila Memahami Subha dan Asubha Karma , serta Tri Kaya Parisudha . 1.4. Acara Memahami Dainika Upasana dan sarana persembahyangan. 1.5. Sejarah Agama Hindu Memahami tokoh-tokoh kerajaan Hindu di Indonesia. 2. Fase B (Umumnya untuk Kelas III dan IV SD/Program Paket A)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut. 2.1. Kitab Suci Weda Memahami kitab Purana . 2.2. Sraddha dan Bhakti Memahami Hyang Widhi Wasa sebagai Tri Murti dan Cadu Sakti. 2.3. Susila Memahami Tri Parartha dan Catur Paramitha.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut. 3.1. Kitab Suci Weda Memahami Weda Sruti dan Weda Smerti. 3.2. Sraddha dan Bhakti Memahami Bhuana Agung dan Bhuana Alit. 3.3. Susila Memahami ajaran Catur Guru dan Catur Asrama . 3.4. Acara Memahami Panca Yadnya dan Manggalaning Yadnya . 3.5. Sejarah Agama Hindu Memahami Sejarah Perkembangan Agama Hindu di Indonesia. 4. Fase D (Umumnya untuk Kelas VII, VIII dan IX SMP/Program Paket B)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 4.1. Kitab Suci Weda Memahami Upaweda , Wedangga , dan Nibhanda . 4.2. Sraddha dan Bhakti Memahami Atman, Asta Aiswarya, dan Catur Marga. 4.3. Susila Memahami Tri Hita Karana , Catur Purusa Artha , serta Panca Yama Brata dan Panca Niyama Brata .",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 5.1. Kitab Suci Weda Memahami Dharmasastra . 5.2. Sraddha dan Bhakti Memahami Karmaphala dan Punarbhawa. 5.3. Susila Memahami ajaran Catur Warna. 5.4. Acara Memahami Yadnya dan Ramayana dan Mahabhrata. 5.5. Sejarah Agama Hindu Memahami Corak Keagamaan Hindu di dunia. 6. Fase F (Umumnya untuk Kelas XI dan XII SMA/SMK/Program Paket C)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan Agama Hindu dan Budi,,,,CP-PENDIDIKAN-AGAMA-HINDU-DAN-BUDI-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 6.1. Kitab Suci Weda Memahami Kodifikasi Weda dan Ajaran Upanisad . 6.2. Sraddha dan Bhakti Memahami Darsana dan Moksa . 6.3. Susila Memahami konsep Keluarga Sukhinah dan Karakter Kepemimpinan Hindu. 6.4. Acara Memahami Seni Keagamaan Hindu serta",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut: 1.1. Sejarah Memahami identitas diri dan keluarganya, serta memiliki keterbukaan untuk menghargai perbedaan identitas dan budaya teman-temannya di lingkungan rumah, sekolah, dan rumah ibadah. murid mengamalkan sifat-sifat kehidupan para Bodhisattva, para Buddha, siswa Buddha atau tokoh Buddhis inspiratif dalam menyayangi diri sendiri dengan menjaga kesehatan fisik dan batin, membiasakan diri untuk bersikap hormat dan menjaga ucapan di lingkungannya sesuai kisah Jataka. 1.2. Ritual Memahami identitas agama Buddha dan kepercayaan lainnya dalam suatu kelompok dengan anggota yang beragam identitas agama dan kepercayaan. murid memahami",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut: 2.1. Sejarah Memahami identitas Buddha Sakyamuni, sebagai dasar keyakinan terhadap Agama Buddha. murid memahami budaya dan bahasa dalam agama Buddha serta memiliki keterbukaan untuk menghargai perbedaan identitas dan budaya orang lain di lingkungan tempat tinggalnya. murid meneladan Buddha Sakyamuni dalam menghargai sesama manusia, menyelesaikan masalah pergaulan di lingkungan terdekatnya, lingkungan sekolah dan rumah ibadah. 2.2. Ritual Memahami doa Buddhis dalam kegiatan sehari-hari berdasarkan keyakinan kepada Ketuhanan Yang Maha Esa dan Triratna. murid menghargai identitas masing-masing aliran atau",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut: 3.1. Sejarah Meneladani Buddha Sakyamuni dalam menghadapi hambatan untuk meraih kesuksesan; meneladan kehidupan Buddha Sakyamuni dalam menyelesaikan masalah kehidupan individu dan sosial; murid memahami konsep dasar musyawarah mufakat dalam kehidupan Buddha Sakyamuni. 3.2. Ritual Memahami keragaman upacara puja dan meditasi ketenangan dari berbagai aliran atau tradisi Agama Buddha. murid mengamalkan sikap bersatu dalam perbedaan dengan berperan serta melakukan dialog moderasi beragama. 3.3. Etika Mengamalkan nilai-nilai Buddhadharma, Pancasila Buddhis, dan nilai-nilai Pancasila",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut: 4.1. Sejarah Memahami sifat-sifat Buddha Sakyamuni, para penyokong Buddha, siswa-siswa utama, tokoh Buddhis inspiratif, peristiwa monumental setelah Buddha Sakyamuni Parinibbana, untuk diteladan dan dilestarikan dalam kehidupan sehari-hari dengan bijaksana dalam berperilaku terhadap diri sendiri, sesama manusia, masyarakat, dan lingkungan sekitar. 4.2. Ritual Memahami meditasi hidup berkesadaran, budaya menghormat ( pūja ), hari raya agama Buddha, tempat-tempat ziarah Agama Buddha, melakukan ziarah ke tempat suci Agama Buddha, kunjungan ke tempat ibadah agama dan kepercayaan lain, menghargai tradisi Agama Buddha di Indonesia, dan melakukan dialog kerukunan umat beragama. 4.3. Etika Memahami nilai-nilai ajaran moralitas, jalan Bodhisattva yaitu Paññadika Bodhisattva, Saddhadika Bodhisattva, Viriyadika Bodhisattva; hukum karma dan kelahiran kembali, hak dan kewajiban moral terhadap sesama dan",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut: 5.1. Sejarah Memahami penyiaran Agama Buddha, meneladan perjuangan pelaku sejarah Agama Buddha masa kini. 5.2. Ritual Memahami meditasi ketenangan batin dengan keyakinan. 5.3. Etika Memahami nilai-nilai moderasi beragama berdasarkan Buddhadharma sebagai dasar dalam memaknai fenomena dan masalah kehidupan. murid memahami ilmu pengetahuan dan teknologi berdasarkan nilai-nilai agama Buddha. murid memahami nilai-nilai Hukum Kebenaran Mutlak melalui pembelajaran ramah anak serta mencerminkan kehidupan yang moderat. 6. Fase F (Umumnya untuk Kelas XI dan XII SMA/SMK/Program Paket C)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-BUDDHA-DAN-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan Agama Buddha dan,,,,CP-PENDIDIKAN-AGAMA-BUDDHA-DAN-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut: 6.1. Sejarah Memahami sikap tokoh pendukung Agama Buddha, pelaku sejarah Buddhis lokal, nasional,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan Agama Khonghucu dan,,,,CP-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut: 1.1. Sejarah Suci Memahami riwayat dan keluarga Nabi Kŏngzĭ ( 孔 子 ), kisah keteladanan bakti para tokoh agama Khonghucu (Rújiào 儒 教 ), kisah keteladanan sifat solidaritas sesama sahabat dari tokoh agama Khonghucu. 1.2. Kitab Suci Memahami ayat-ayat suci yang terdapat dalam kitab Bakti (Xiàojīng 孝 经 ), Sìshū ( 四 书 ) dan Wŭjīng ( 五 经 ) yang berkaitan dengan kisah anak berbakti dan keteladanan Nabi Kŏngzĭ ( 孔 子 ). 1.3. Keimanan Memahami konsep Tiān ( 天 ) dalam agama Khonghucu bahwa manusia diciptakan Tiān ( 天 ) melalui kedua orang tua dan peran keberadaan leluhur dalam kehidupan manusia serta Nabi Kŏngzĭ ( 孔 子 ) sebagai genta rohani Tiān ( 天 ), Tiān Zhī Mùduó ( 天 之 木 铎 ). 1.4. Tata Ibadah Memahami sikap dalam berdoa dan menghormat, sembahyang kepada Tiān ( 天 ), Nabi Kŏngzĭ ( 孔 子 ), dan leluhur serta perlengkapan sembahyang di altar. 1.5. Perilaku Jūnzĭ ( 君 子 ) Memahami sikap bakti dan hormat kepada orang tua sebagai wujud hormat kepada Tiān ( 天 ), pembiasaan berdoa sebelum maupun sesudah beraktivitas, dan sikap toleransi dengan teman,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
