learning_outcome_code,education_level,phase,subject,element_name,learning_outcome_text,source_resource_id,official_source_url,verification_status
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-A-1.1,SD,A,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,"Memahami huruf hijaiah berharakat, huruf hijaiah bersambung, Surah al-F ā ti ḥ ah, beberapa surah pendek Al-Qur'an, dan hadis tentang kebersihan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-A-1.2,SD,A,Pendidikan Agama Islam dan Budi Pekerti,Akidah,"Memahami rukun iman, iman kepada Allah Swt., beberapa asmaulhusna, dan iman kepada malaikat.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-A-1.3,SD,A,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,Memahami akhlak terhadap Allah Swt. dengan menyucikan dan memuji-Nya dan akhlak terhadap diri sendiri.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-A-1.4,SD,A,Pendidikan Agama Islam dan Budi Pekerti,Fikih,"Memahami rukun Islam, syahadatain, tata cara bersuci, salat fardu, azan, ikamah, zikir, dan berdoa setelah salat.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-A-1.5,SD,A,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,Memahami kisah beberapa nabi dan rasul.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-B-2.1,SD,B,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,"Memahami beberapa surah pendek, ayat Al-Qur'an dan hadis tentang kewajiban salat dan menjaga hubungan baik dengan sesama.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-B-2.2,SD,B,Pendidikan Agama Islam dan Budi Pekerti,Akidah,"Memahami sifat-sifat Allah Swt., beberapa asmaulhusna, iman kepada kitab-kitab Allah Swt. dan rasul-rasul Allah Swt.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-B-2.3,SD,B,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,"Memahami akhlak terhadap Allah Swt. dengan berbaik sangka kepada-Nya, akhlak terhadap orang tua, keluarga, dan pendidik.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-B-2.4,SD,B,Pendidikan Agama Islam dan Budi Pekerti,Fikih,"Memahami puasa, salat jumat dan salat sunah, balig dan tanggung jawab yang menyertainya ( takl ī f ).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-B-2.5,SD,B,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,Memahami kisah Nabi Muhammad saw. sebelum dan sesudah menjadi rasul periode Makkah.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-C-3.1,SD,C,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,Memahami beberapa surah pendek dan ayat Al-Qur'an serta hadis tentang keragaman.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-C-3.2,SD,C,Pendidikan Agama Islam dan Budi Pekerti,Akidah,"Memahami beberapa asmaulhusna, iman kepada hari akhir, qad ā ʾ dan qadr.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-C-3.3,SD,C,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,"Memahami akhlak terhadap Allah Swt. dengan berdoa dan bertawakal kepada-Nya, akhlak terhadap teman, tetangga, non muslim, hewan, dan tumbuhan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-C-3.4,SD,C,Pendidikan Agama Islam dan Budi Pekerti,Fikih,"Memahami puasa sunah, zakat, infak, sedekah, hadiah, makanan dan minuman yang halal dan haram.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-C-3.5,SD,C,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,Memahami kisah Nabi Muhammad saw. periode Madinah dan khulafaurasyidin.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-D-4.1,SMP,D,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,"Memahami ayat Al-Qur'an dan hadis tentang pentingnya iman, takwa, toleransi, cinta tanah air, semangat keilmuan dan sabar dalam menghadapi musibah dan ujian.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-D-4.2,SMP,D,Pendidikan Agama Islam dan Budi Pekerti,Akidah,Memahami rukun iman dan hal-hal yang dapat meneguhkan iman.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-D-4.3,SMP,D,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,"Memahami ikhlas, bersyukur kepada Allah Swt., cinta rasul, husnuzan, kasih sayang kepada sesama dan lingkungan alam.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-D-4.4,SMP,D,Pendidikan Agama Islam dan Budi Pekerti,Fikih,"Memahami ketentuan sujud, salat, kewajiban terhadap jenazah, haji dan umrah, penyembelihan hewan, kurban, akikah, dan rukhsah dalam perspektif mazhab fikih.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-D-4.5,SMP,D,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,"Memahami peradaban Bani Umayyah, Abbasiyyah, Fatimiyah, Turki Usmani, Syafawi, dan Mughal.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-E-5.1,SMA,E,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,"Memahami ayat Al-Qur'an dan hadis tentang perintah berlomba-lomba dalam kebaikan, larangan pergaulan bebas, dan zina.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-E-5.2,SMA,E,Pendidikan Agama Islam dan Budi Pekerti,Akidah,Memahami beberapa cabang iman ( syu'ab al- ī m ā n ).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-E-5.3,SMA,E,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,Memahami manfaat menghindari penyakit hati.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-E-5.4,SMA,E,Pendidikan Agama Islam dan Budi Pekerti,Fikih,Memahami sumber hukum Islam dan pentingnya menjaga lima prinsip dasar hukum Islam ( al-kulliy ā t al-khamsah).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-E-5.5,SMA,E,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,Memahami sejarah masuknya Islam ke Indonesia dan peran tokoh ulama dalam penyebarannya.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-F-6.1,SMA,F,Pendidikan Agama Islam dan Budi Pekerti,Al-Qur'an Hadis,"Memahami ayat Al-Qur'an dan hadis tentang pentingnya berpikir kritis, ilmu pengetahuan dan teknologi, memelihara kehidupan manusia, dan moderasi beragama.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-F-6.2,SMA,F,Pendidikan Agama Islam dan Budi Pekerti,Akidah,"Memahami beberapa cabang iman ( syu'ab al- ī m ā n ), keterkaitan antara iman, Islam, dan ihsan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-F-6.3,SMA,F,Pendidikan Agama Islam dan Budi Pekerti,Akhlak,Memahami manfaat menghindari penyakit sosial; Memahami adab bermasyarakat dan etika digital dalam Islam.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-F-6.4,SMA,F,Pendidikan Agama Islam dan Budi Pekerti,Fikih,"Memahami ketentuan khotbah, tablig dan dakwah, muamalah, munakahat, dan mawāris.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-ISLAM-DAN-BUDI-PEKERTI-F-6.5,SMA,F,Pendidikan Agama Islam dan Budi Pekerti,Sejarah Peradaban Islam,Memahami peran tokoh ulama dalam perkembangan peradaban Islam di dunia dan peran organisasi-organisasi Islam di Indonesia.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-A-1.1,SD,A,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,1.1.1. Subelemen Allah Pencipta Memahami Allah menciptakan dirinya sebagai pribadi yang istimewa dan membangun interaksi dengan lingkungan terdekat. 1.1.2. Subelemen Allah Pemelihara Memahami pemeliharaan Allah pada dirinya melalui kehadiran keluarga. 1.1.3. Subelemen Allah Penyelamat - 1.1.4. Subelemen Allah Pembaru,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-A-1.2,SD,A,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- nilai Kristiani,"1.2.1. Subelemen Hakikat Manusia Memahami diri sebagai pribadi yang bertumbuh dan berkembang. 1.2.2. Subelemen Nilai-nilai Kristiani Memahami makna kebaikan, ramah dan sopan di rumah dan di sekolah.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-A-1.3,SD,A,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,1.3.1. Subelemen Tugas Panggilan Gereja Memahami keberadaan gereja sebagai wadah berkumpul dan beribadah serta kewajiban berdoa dan memuji Tuhan. 1.3.2. Subelemen Masyarakat Majemuk Memahami keragaman suku bangsa sebagai anugerah Allah.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-A-1.4,SD,A,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,1.4.1. Subelemen Alam Ciptaan Allah Memahami alam dan lingkungan hidup sebagai ciptaan Allah. 1.4.2. Subelemen Tanggung Jawab Manusia Terhadap Alam Memahami tugas memelihara alam dan lingkungan hidup di rumah dan di sekolah.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-B-2.1,SD,B,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,"2.1.1. Subelemen Allah Pencipta Memahami Allah menciptakan flora dan fauna, serta manusia (perempuan dan laki-laki). 2.1.2. Subelemen Allah Pemelihara Memahami pemeliharaan Allah pada dirinya dan melalui kehadiran orangorang di sekitarnya. 2.1.3. Subelemen Allah Penyelamat Memahami Allah sebagai penyelamat. 2.1.4. Subelemen Allah Pembaru Mengenal Allah pembaru",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-B-2.2,SD,B,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- nilai Kristiani,"2.2.1. Subelemen Hakikat Manusia Memahami diri sebagai makhluk individu dan sosial yang dapat bergaul dan bekerja sama dengan teman, saudara, dan orang tua. 2.2.2. Subelemen Nilai-nilai Kristiani Memahami sikap disiplin di rumah dan di sekolah.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-B-2.3,SD,B,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,"2.3.1. Subelemen Tugas Panggilan Gereja Memahami tugas panggilan gereja untuk bersekutu, bersaksi, dan melayani. 2.3.2. Subelemen Masyarakat Majemuk Memahami keragaman budaya dan agama sebagai anugerah Allah.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-B-2.4,SD,B,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,2.4.1. Subelemen Alam Ciptaan Allah Memahami Allah hadir dalam berbagai fenomena alam. 2.4.2. Subelemen Tanggung Jawab Manusia Terhadap Alam Memahami upaya memelihara alam dan lingkungan sekitarnya.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-C-3.1,SD,C,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,"3.1.1. Subelemen Allah Pencipta Memahami Allah Pencipta berkarya dan melalui keluarga, sekolah, masyarakat. 3.1.2. Subelemen Allah Pemelihara Memahami Allah memelihara seluruh umat manusia termasuk mereka yang berkebutuhan khusus. 3.1.3. Subelemen Allah Penyelamat Memahami Allah menyelamatkan manusia melalui Yesus Kristus. 3.1.4. Subelemen Allah Pembaru Memahami Allah membarui hidup Manusia.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-C-3.2,SD,C,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- nilai Kristiani,3.2.1. Subelemen Hakikat Manusia Memahami bahwa manusia adalah makhluk terbatas. 3.2.2. Subelemen Nilai-nilai Kristiani Memahami buah Roh dalam interaksi antarsesama.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-C-3.3,SD,C,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,3.3.1. Subelemen Tugas Panggilan Gereja Memahami pelayanan terhadap sesama sebagai tanggung jawab orang beriman dalam kehidupan. 3.3.2. Subelemen Masyarakat Majemuk Memahami hidup rukun dan toleransi dalam masyarakat majemuk.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-C-3.4,SD,C,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,3.4.1. Subelemen Alam Ciptaan Allah Memahami Allah hadir melalui alam ciptaan. Subelemen Tanggung Jawab Manusia Terhadap Alam orang beriman dalam memelihara alam dan Memahami tanggung jawab lingkungan hidup.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-D-4.1,SMP,D,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,"4.1.1. Subelemen Allah Pencipta Memahami karya Allah dalam hidup manusia yang mengubah masa depan manusia dan dunia, karya Allah melalui berbagai perubahan yang dihadirkan gereja, perkembangan iptek, dan memanfaatkan iptek secara bertanggung jawab. 4.1.2. Subelemen Allah Pemelihara Memahami Allah memelihara seluruh ciptaan-Nya dan kehidupan manusia yang dinamis ada dalam pemeliharaan-Nya, dan pemeliharaan Allah memberi inspirasi dalam kehidupan. 4.1.3. Subelemen Allah Penyelamat Memahami teladan Yesus Kristus dalam hidup beriman. 4.1.4. Subelemen Allah Pembaru Memahami karya Roh Kudus memimpin hidup orang beriman dalam menghadapi berbagai tantangan. 3.4.2.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-D-4.2,SMP,D,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- nilai Kristiani,"4.2.1. Subelemen Hakikat Manusia Memahami pergaulan remaja masa kini dan menjalaninya dengan meneladani hidup Yesus Kristus. 4.2.2. Subelemen Nilai-Nilai Kristiani Memahami prinsip rendah hati, penguasaan diri, dan peduli terhadap sesama, makna persahabatan dalam kehidupan sehari-hari.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-D-4.3,SMP,D,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,4.3.1. Subelemen Tugas Panggilan Gereja Memahami makna kehadiran gereja dalam pelayanan yang membawa pembaruan bagi dunia secara keseluruhan. 4.3.2. Subelemen Masyarakat Majemuk Memahami model dialog dan kerjasama antarumat beragama dalam rangka penguatan moderasi beragama.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-D-4.4,SMP,D,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,4.4.1. Subelemen Alam Ciptaan Allah Memahami bahwa pemeliharaan Allah terus berlangsung terhadap alam dan manusia di segala situasi. 4.4.2. Subelemen Tanggung Jawab Manusia Terhadap Alam Memahami bahwa manusia diberi tugas oleh Allah untuk mengolah serta memelihara alam dan lingkungan hidup.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-E-5.1,SMA,E,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,5.1.1. Subelemen Allah Pencipta Memahami manusia diberi kemampuan untuk mengembangkan rasio dan kepekaan hati nurani. 5.1.2. Subelemen Allah Pemelihara Memahami bentuk-bentuk pemeliharaan Allah dalam setiap situasi kehidupan. 5.1.3. Subelemen Allah Penyelamat Memahami karya penyelamatan Allah melalui peran keluarga dan orang tua sebagai pendidik pertama dan utama. 5.1.4. Subelemen Allah Pembaru Memahami bahwa Roh Kudus membarui dan memulihkan kehidupan keluarga.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-E-5.2,SMA,E,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- Nilai Kristiani,"5.2.1. Subelemen Hakikat Manusia Memahami peran dirinya sebagai remaja Kristen mengacu pada teks Alkitab dan tokoh-tokoh inspiratif. 5.2.2. Subelemen Nilai-Nilai Kristiani Memahami prinsip kesetiaan, kasih dan keadilan dalam kehidupan sosial yang lebih luas.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-E-5.3,SMA,E,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,"5.3.1. Subelemen Tugas Panggilan Gereja Memahami peran gereja dalam mewujudkan solidaritas dan kebersamaan dalam hubungan antarumat beragama dan internal umat beragama terkait dengan isu ras, etnis, serta gender di dalam masyarakat. 5.3.2. Subelemen Masyarakat Majemuk Memahami peran keluarga dan sekolah sebagai lembaga pendidikan yang mendidik kemajemukan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-E-5.4,SMA,E,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,Memahami berbagai fakta kerusakan alam dan perubahan iklim serta pemanasan global yang mengancam 5.4.1. Subelemen Alam Ciptaan Allah hidup manusia dan alam. 5.4.2. Subelemen Tanggung Jawab Manusia Terhadap Alam Memahami berbagai bentuk pencegahan dan pelestarian alam demi keberlanjutan hidup manusia dan alam.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-F-6.1,SMA,F,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Allah Berkarya,"6.1.1. Subelemen Allah Pencipta Memahami perkembangan kebudayaan, ilmu pengetahuan dan teknologi, serta demokrasi dan HAM sebagai anugerah Allah yang dijabarkan dalam praktik hidup sehari-hari. 6.1.2. Subelemen Allah Pemelihara Memahami talenta pemberian Allah untuk dan serta menggunakannya kepentingan gereja, bangsa, negara. 6.1.3. Subelemen Allah Penyelamat Memahami karya penyelamatan Allah melalui peran masyarakat dan bangsa untuk mewujudkan nilai-nilai demokrasi dan HAM. 6.1.4. Subelemen Allah Pembaru Memahami bahwa Roh Kudus membarui dan memulihkan kehidupan gereja, bangsa, dan negara.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-F-6.2,SMA,F,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Manusia dan Nilai- nilai Kristiani,6.2.1. Subelemen Hakikat Manusia Memahami pertumbuhan diri tanggung jawab sebagai dan pribadi dewasa serta keadilan sebagai dasar demokrasi dan HAM. 6.2.2. Subelemen Nilai-nilai Kristiani Memahami prinsip damai sejahtera sebagai landasan hidup berkeluarga dan bermasyarakat.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-F-6.3,SMA,F,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Gereja dan Masyarakat Majemuk,"6.3.1. Subelemen Tugas Panggilan Gereja Memahami keteladanan tokoh-tokoh agama yang mengabdikan hidupnya bagi persaudaraan dan solidaritas serta isu-isu ras, etnis, kesetaraan gender dalam rangka mewujudkan keadilan. 6.3.2. Subelemen Masyarakat Majemuk Memahami transformasi sosial pada lingkup masyarakat majemuk dalam rangka penguatan moderasi beragama.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KRISTEN-DAN-BUDI-PEKERTI-F-6.4,SMA,F,Pendidikan Agama Kristen dan Budi Pekerti,Elemen Alam dan Lingkungan Hidup,6.4.1. Subelemen Alam Ciptaan Allah Memahami prinsip pemeliharaan dan pelestarian alam serta keutuhan ciptaan Allah. Subelemen Tanggung Jawab Manusia Terhadap Alam bijak dan adil dalam memanfaatkan dan Memahami sikap ugahari serta melestarikan sumber daya alam demi 6.4.2. kelestarian alam.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-PEKERTI-A-1.1,SD,A,Pendidikan Agama Katolik dan Budi Pekerti,Pribadi Peserta Didik,"Memahami dirinya sebagai pribadi yang dicintai Tuhan, memiliki anggota tubuh yang berguna, memahami cara merawat tubuhnya; memahami teman-teman, lingkungan rumah dan satuan pendidikan sebagai tempat mengembangkan potensi diri.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KATOLIK-DAN-BUDI-PEKERTI-A-1.2,SD,A,Pendidikan Agama Katolik dan Budi Pekerti,Yesus Kristus,"Memahami bahwa Tuhan menciptakan langit, bumi, dan seluruh isinya; memahami tokoh-tokoh iman di dalam Perjanjian Lama (Nuh, Abraham, Ishak, dan Yakub); memahami kisah kelahiran Tuhan Yesus, kisah tiga orang Majus, masa kanak-kanak Yesus di Nazaret, Yesus dipersembahkan di Bait Allah, dan berada di Bait Allah pada umur 12 tahun.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
