learning_outcome_code,education_level,phase,subject,element_name,learning_outcome_text,source_resource_id,official_source_url,verification_status
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-E-5.3,SMA,E,Pendidikan Agama Khonghucu dan Budi Pekerti,Keimanan,"Memahami kebesaran jalan suci Ti ā n (Ti ā ndào 天道 ), kekuasaan hukum suci Ti ā n (Ti ā nl ĭ 天理 ), makna diturunkannya wahyu Ti ā n ( 天 ) dalam agama Khonghucu, konsep dasar dan prinsip y ī nyáng ( 阴阳 ).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-E-5.4,SMA,E,Pendidikan Agama Khonghucu dan Budi Pekerti,Tata Ibadah,Memahami hakikat dan makna ibadah persembahyangan kepada Ti ā n ( 天 ).,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-E-5.5,SMA,E,Pendidikan Agama Khonghucu dan Budi Pekerti,Perilaku J ū nz ĭ ( 君子 ),"Memahami hakikat dan sifat dasar manusia, serta sikap moderasi beragama.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-F-6.1,SMA,F,Pendidikan Agama Khonghucu dan Budi Pekerti,Sejarah Suci,"Memahami prinsip moral yang diajarkan Mèngz ĭ ( 孟子 ), kisah Raja Suci Yáo ( 尧 ) dan Shùn ( 舜 ), kisah Nabi Y ī Y ĭ n ( 伊尹 ), jabatan yang pernah diemban oleh Nabi K ŏ ngz ĭ ( 孔子 ) pada zaman ch ū nqi ū ( 春秋 ), serta kontribusi dan situs sejarah ajaran Khonghucu di Indonesia dan dunia.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-F-6.2,SMA,F,Pendidikan Agama Khonghucu dan Budi Pekerti,Kitab Suci Sìsh ū,"Memahami kitab suci yang pokok ( 四 书 ), kitab suci yang mendasari ( Wŭj ī ng 五 经 ), serta ayat suci mengenai wŭcháng ( 五常 ) dan wŭlún ( 五 伦 ).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-F-6.3,SMA,F,Pendidikan Agama Khonghucu dan Budi Pekerti,"Keimanan ), makna sikap ) sebagai pedoman hidup di","Memahami bahwa manusia sebagai co-creator yang diciptakan oleh Ti ā n ( 天 hidup zh ō ngshù ( 忠恕 dunia, Nabi K ŏ ngz ĭ ( 孔子 ) sebagai Ti ā n Zh ī Mùduó ( 天之木 铎 ), serta teladan para nabi, shénmíng ( 神 明 ), dan leluhur.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-F-6.4,SMA,F,Pendidikan Agama Khonghucu dan Budi Pekerti,Tata Ibadah,"Memahami ritual dan makna persembahyangan ), leluhur dan makna agamis hari raya keagamaan, serta kepada Ti ā n ( 天 ), nabi, shénmíng ( 神明 atribut rohaniwan Khonghucu.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-BUDI-PEKERTI-F-6.5,SMA,F,Pendidikan Agama Khonghucu dan Budi Pekerti,Perilaku J ū nz ĭ ( 君子 ) xiào,"Memahami perilaku bakti ( 孝 ) sebagai pokok kebajikan, perilaku cinta kasih, kebenaran, semangat belajar, dan konsep kebersamaan agung ( dàtóng 大同 ).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,superseded_pending_review
LO-PENDIDIKAN-PANCASILA-A-1.1,SD,A,Pendidikan Pancasila,Pancasila,"Mengenal bendera negara, lagu kebangsaan, simbol dan sila-sila Pancasila dalam lambang negara Garuda Pancasila dan simbol Pancasila beserta sila-sila Pancasila; menerapkan nilai-nilai Pancasila di lingkungan keluarga.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-A-1.2,SD,A,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,Mengenal aturan di lingkungan keluarga; menunjukkan dan menceritakan sikap mematuhi aturan di lingkungan keluarga.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-A-1.3,SD,A,Pendidikan Pancasila,Bhinneka Tunggal Ika,"Mengenal semboyan Bhinneka Tunggal Ika; mengidentifikasi dan menghargai identitas dirinya sesuai dengan jenis kelamin, hobi, bahasa, serta agama dan kepercayaan di lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-A-1.4,SD,A,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,"Mengenal karakteristik lingkungan tempat tinggal dan sekolah, sebagai bagian dari wilayah Negara Kesatuan Republik Indonesia; menceritakan dan mempraktikkan bekerja sama menjaga lingkungan sekitar dalam keberagaman.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-B-2.1,SD,B,Pendidikan Pancasila,Pancasila,"Mengidentifikasi makna sila-sila Pancasila, dan penerapannya dalam kehidupan sehari-hari; mengenal karakter para perumus Pancasila; menunjukkan sikap bangga menjadi anak Indonesia yang memiliki bahasa Indonesia sebagai bahasa persatuan di lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-B-2.2,SD,B,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,Mengidentifikasi dan melaksanakan aturan di sekolah dan lingkungan tempat tinggal; mengidentifikasi dan menerapkan hak yang didapat dan kewajiban sebagai anggota keluarga dan sebagai warga sekolah.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-B-2.3,SD,B,Pendidikan Pancasila,Bhinneka Tunggal Ika,"Membedakan dan menghargai identitas, keluarga, dan teman-temannya sesuai budaya, suku bangsa, bahasa, agama dan kepercayaannya di lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-B-2.4,SD,B,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,"Mengidentifikasi lingkungan tempat tinggal (RT, RW, desa atau kelurahan, dan kecamatan) sebagai bagian dari wilayah Negara Kesatuan Republik Indonesia; menunjukkan perilaku bekerja sama dalam berbagai bentuk keberagaman suku bangsa, sosial, dan budaya di Indonesia yang terikat persatuan dan kesatuan di lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-C-3.1,SD,C,Pendidikan Pancasila,Pancasila,"Memahami kronologi sejarah kelahiran Pancasila; meneladani sikap para perumus Pancasila dan menerapkan di lingkungan masyarakat; menghubungkan sila-sila dalam Pancasila sebagai suatu kesatuan yang utuh; menguraikan makna nilai-nilai Pancasila sebagai dasar negara, dan pandangan hidup bangsa.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-C-3.2,SD,C,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,"Mengimplementasikan bentuk-bentuk norma, hak, dan kewajiban dalam kedudukannya sebagai warga negara; mengenal Pembukaan Undang-Undang Dasar Negara Republik Indonesia tahun 1945; mempraktikkan musyawarah untuk membuat kesepakatan dan aturan bersama, serta menerapkannya dalam lingkungan keluarga dan sekolah.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-C-3.3,SD,C,Pendidikan Pancasila,Bhinneka Tunggal Ika,"Menyajikan hasil identifikasi sikap menghormati, menjaga, dan melestarikan keberagaman budaya sesuai semboyan dalam bingkai Bhinneka Tunggal Ika di lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-C-3.4,SD,C,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,"Mengenal wilayahnya dalam konteks kabupaten/kota, dan provinsi sebagai bagian dari wilayah Negara Kesatuan Republik Indonesia; menunjukkan perilaku gotong royong untuk menjaga persatuan di lingkungan sekolah dan sekitar sebagai wujud bela negara.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-D-4.1,SMP,D,Pendidikan Pancasila,Pancasila,"Memahami sejarah kelahiran Pancasila; memahami kedudukan Pancasila sebagai dasar negara, pandangan hidup bangsa, dan ideologi negara serta penerapannya dalam kehidupan sehari-hari; memahami makna keterkaitan Pancasila dengan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, Bhinneka Tunggal Ika, dan Negara Kesatuan Republik Indonesia.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-D-4.2,SMP,D,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,"Menerapkan norma dan aturan; memahami tata urutan peraturan perundang-undangan yang berlaku di Indonesia; menggunakan hak dan menerapkan kewajiban sebagai warga negara; memahami sejarah, fungsi, dan kedudukan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945; mempraktikkan kemerdekaan berpendapat sebagai warga negara dalam era keterbukaan informasi.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-D-4.3,SMP,D,Pendidikan Pancasila,Bhinneka Tunggal Ika,"Mengidentifikasi keberagaman suku bangsa, agama dan kepercayaan, ras, dan antargolongan dalam bingkai Bhinneka Tunggal Ika dan menerima keberagaman dalam kehidupan bermasyarakat; memahami pentingnya pelestarian tradisi, kearifan lokal, dan budaya daerah sebagai identitas nasional; menumbuhkan sikap tanggung jawab dan berperan aktif melestarikan praktik tradisi, kearifan lokal, dan budaya daerah dalam masyarakat global.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-D-4.4,SMP,D,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,Memahami Proklamasi Kemerdekaan Republik Indonesia; memahami wilayah Negara Kesatuan Republik Indonesia dalam konteks wawasan nusantara; berpartisipasi aktif untuk menjaga keutuhan wilayah Negara Kesatuan Republik Indonesia.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-E-5.1,SMA,E,Pendidikan Pancasila,Pancasila,"Menganalisis cara pandang para perumus Pancasila tentang dasar negara; menganalisis kedudukan Pancasila sebagai dasar negara, pandangan hidup bangsa, dan ideologi negara.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-E-5.2,SMA,E,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,Menerapkan perilaku taat hukum berdasarkan peraturan yang berlaku untuk mewujudkan harmoni dengan sesama manusia dan lingkungan; menganalisis tata urutan peraturan perundang -undangan di Indonesia; menganalisis makna kedudukan Pancasila sebagai sumber dari segala sumber hukum negara.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-E-5.3,SMA,E,Pendidikan Pancasila,Bhinneka Tunggal Ika,Menyajikan makna semboyan Bhinneka Tunggal Ika sebagai modal sosial; dan memahami prinsip gotong royong sebagai perwujudan sistem ekonomi Pancasila yang inklusif dan berkeadilan.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-E-5.4,SMA,E,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,Memahami peran dan kedudukannya sebagai sistem pertahanan dan keamanan negara; menganalisis peran Indonesia dalam hubungan antarnegara; dalam warga Negara Indonesia; memahami serta memahami nilai-nilai Pancasila konteks pembangunan nasional.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-F-6.1,SMA,F,Pendidikan Pancasila,Pancasila,Mendeskripsikan rumusan dan keterkaitan sila-sila dalam Pancasila; menganalisis peluang dan tantangan penerapan nilai-nilai Pancasila dalam kehidupan global dalam konteks Pancasila sebagai ideologi negara dan membiasakan perilaku yang sesuai dengan nilai-nilai Pancasila sebagai identitas nasional dalam kehidupan sehari-hari.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-F-6.2,SMA,F,Pendidikan Pancasila,Undang-Undang Dasar Negara Republik Indonesia Tahun 1945,Menganalisis dinamika pemberlakuan Undang-Undang Dasar 1945; menunjukkan sikap demokratis berdasarkan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 dalam era keterbukaan informasi; menganalisis kasus pelanggaran hak dan pengingkaran kewajiban warga negara dan merumuskan solusi dari permasalahan tersebut sebagai upaya perlindungan hukum; menganalisis makna kesatuan Pancasila dengan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-F-6.3,SMA,F,Pendidikan Pancasila,Bhinneka Tunggal Ika,Menganalisis potensi konflik dan memberi solusi yang berkeadilan terhadap permasalahan keberagaman di masyarakat; merancang kegiatan bersama dengan prinsip gotong royong dalam praktik hidup sehari-hari.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-PENDIDIKAN-PANCASILA-F-6.4,SMA,F,Pendidikan Pancasila,Negara Kesatuan Republik Indonesia,"Mendemonstrasikan praktik demokrasi berlandaskan Pancasila dalam kehidupan berbangsa dan bernegara; menganalisis dan merumuskan solusi terkait ancaman, tantangan, hambatan, dan gangguan (ATHG) yang dihadapi Indonesia; menganalisis sistem pemerintahan Indonesia, dan peran lembaga-lembaga negara dalam bidang politik, ekonomi, sosial, budaya, pertahanan dan keamanan.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-A-1.1,SD,A,Bahasa Indonesia,Menyimak,"Memahami informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan) berupa percakapan yang berkaitan dengan diri, keluarga, dan/atau lingkungan sekitar; dan memahami pesan teks sastra berbentuk teks aural.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-A-1.2,SD,A,Bahasa Indonesia,Membaca dan Memirsa,"Membaca kata-kata sederhana dengan fasih dari bacaan dan/atau tayangan yang dipirsa tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar; dan memahami isi bacaan dan/atau tayangan yang dipirsa tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-A-1.3,SD,A,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Merespons dengan bertanya tentang sesuatu, menjawab, dan menanggapi komentar orang lain (teman, pendidik, dan/atau orang dewasa) dengan baik dan santun dalam suatu percakapan tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar; mengungkapkan perasaan dan gagasan secara lisan dengan atau tanpa bantuan gambar; dan menceritakan kembali isi berbagai tipe teks yang dibaca, dipirsa, atau didengar tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-A-1.4,SD,A,Bahasa Indonesia,Menulis,"Menulis permulaan dengan benar di atas kertas dan/atau melalui media digital; mengembangkan tulisan tangan yang semakin baik; dan menulis berbagai tipe teks sederhana tentang diri, keluarga, dan/atau lingkungan sekitar dengan beberapa kalimat sederhana.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-B-2.1,SD,B,Bahasa Indonesia,Menyimak,Memahami ide pokok suatu informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan memahami isi teks sastra berbentuk teks aural.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-B-2.2,SD,B,Bahasa Indonesia,Membaca dan Memirsa,"Membaca kata-kata baru dengan fasih dari bacaan dan/atau tayangan yang dipirsa; dan memahami ide pokok, ide pendukung, pesan, dan informasi dalam teks sastra dan nonsastra berbentuk cetak dan/atau elektronik.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-B-2.3,SD,B,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Menyajikan pendapat dengan pilihan kata dan sikap tubuh/gestur yang sesuai, menggunakan volume dan intonasi yang tepat sesuai konteks; dan menceritakan kembali isi dan/atau informasi dari berbagai tipe teks yang dibaca, dipirsa, atau menanggapi diskusi sesuai tata cara; didengar.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-B-2.4,SD,B,Bahasa Indonesia,Menulis,Menulis berbagai tipe teks sederhana dengan rangkaian kalimat yang beragam; dan menggunakan kaidah kebahasaan dan kosakata baru yang memiliki makna denotatif untuk menulis teks sesuai dengan konteks.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-C-3.1,SD,C,Bahasa Indonesia,Menyimak,Menganalisis informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan; dan menganalisis isi teks sastra berbentuk teks aural.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-C-3.2,SD,C,Bahasa Indonesia,Membaca dan Memirsa,Membaca kata-kata dengan berbagai pola kombinasi huruf dengan fasih dari bacaan dan/atau tayangan yang dipirsa; dan menganalisis informasi serta nilai-nilai dalam teks sastra dan nonsastra berwujud teks visual dan/atau audiovisual.,AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-C-3.3,SD,C,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Mempresentasikan gagasan dari berbagai tipe dan fakta, imajinasi (dari diri sendiri dan orang lain) secara indah dan menarik dalam bentuk teks sastra teks dengan efektif dan santun; menyampaikan perasaan berdasarkan dengan penggunaan kosakata secara kreatif.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-C-3.4,SD,C,Bahasa Indonesia,Menulis,"Menulis berbagai tipe teks sederhana berdasarkan gagasan, hasil pengamatan, pengalaman, dan/atau imajinasi dengan rangkaian kalimat kompleks secara kreatif, menarik, dan/atau indah; dan menggunakan kaidah kebahasaan dan kosakata baru yang memiliki makna denotatif dan konotatif.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-D-4.1,SMP,D,Bahasa Indonesia,Menyimak,"Menganalisis gagasan, pandangan, arahan, dan/atau pesan dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan menganalisis unsur intrinsik teks sastra berbentuk teks aural.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-D-4.2,SMP,D,Bahasa Indonesia,Membaca dan Memirsa,"Menganalisis informasi berupa gagasan, pandangan, arahan, dan/atau pesan dari berbagai tipe teks berwujud teks visual dan/atau audiovisual untuk menemukan makna yang tersurat dan tersirat; menginterpretasi informasi untuk mengungkapkan kepedulian dan/atau pendapat pro/kontra dari berbagai tipe teks berwujud teks visual dan/atau audiovisual; dan mengevaluasi kualitas dan/atau kredibilitas dari berbagai tipe teks berwujud teks visual dan/atau audiovisual menggunakan sumber informasi lain.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-D-4.3,SMP,D,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Mempresentasikan gagasan, pandangan, arahan, dan/atau pesan untuk tujuan pengajuan usul dan pemberian solusi dalam bentuk monolog, dialog logis, dan/atau berbagai tipe teks secara kritis dan kreatif; dan menyajikan ungkapan kepedulian dari berbagai tipe teks dan/atau teks multimodal.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-D-4.4,SMP,D,Bahasa Indonesia,Menulis,"Menulis gagasan, pandangan, arahan, pesan, pengalaman, dan/atau imajinasi dalam berbagai tipe teks secara logis, kritis, kreatif, menarik, dan/atau indah; menulis ungkapan kepedulian dan/atau pendapat pro/kontra dalam berbagai tipe teks berbentuk teks multimodal; dan menggunakan kosakata baru yang memiliki makna denotatif, konotatif, dan kiasan untuk menulis.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-E-5.1,SMA,E,Bahasa Indonesia,Menyimak,"Mengevaluasi gagasan, pandangan, arahan, dan/atau pesan dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan mengevaluasi unsur intrinsik dan ekstrinsik teks sastra berbentuk teks aural.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-E-5.2,SMA,E,Bahasa Indonesia,Membaca dan Memirsa,"Mengevaluasi informasi berupa gagasan, pandangan, arahan, dan/atau pesan dari berbagai tipe teks berwujud visual dan/atau audiovisual untuk menemukan makna yang tersurat dan tersirat; menginterpretasi informasi untuk mengungkapkan gagasan dan perasaan (simpati, peduli, dan empati) dari berbagai tipe teks berwujud teks visual dan/atau audiovisual secara kreatif; mengevaluasi kualitas dan/atau kredibilitas dari berbagai tipe teks berwujud teks visual dan/atau audiovisual menggunakan sumber informasi lain; dan membandingkan isi teks.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-E-5.3,SMA,E,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Mempresentasikan gagasan, pandangan, arahan, dan/atau pesan berbagai tipe teks berbentuk monolog, dialog, dan/atau gelar wicara secara sistematis, kritis, dan/atau kreatif; dan mengungkapkan kepedulian dari berbagai tipe teks dan/atau teks multimodal secara kreatif.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-E-5.4,SMA,E,Bahasa Indonesia,Menulis,"Menulis gagasan, pandangan, arahan, pesan, dan/atau imajinasi dalam berbagai tipe teks secara logis, kritis, dan kreatif; dan memublikasikan hasil karya di media cetak, elektronik, dan/atau digital.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-F-6.1,SMA,F,Bahasa Indonesia,Menyimak,"Mengevaluasi gagasan, perasaan, pandangan, arahan, dan/atau pesan dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan mengapresiasi teks sastra berbentuk teks aural.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-F-6.2,SMA,F,Bahasa Indonesia,Membaca dan Memirsa,"Mengevaluasi informasi berupa gagasan, perasaan, pandangan, arahan, dan/atau pesan dari berbagai tipe teks berwujud teks visual dan/atau audiovisual untuk menemukan makna yang tersurat dan tersirat berdasarkan kaidah logika berpikir; merefleksi gagasan dan pandangan berdasarkan kaidah logika berpikir dari berbagai tipe teks berwujud teks visual dan/atau audiovisual; dan mengapresiasi berbagai tipe teks berwujud teks visual dan/atau audiovisual.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-F-6.3,SMA,F,Bahasa Indonesia,Berbicara dan Mempresentasikan,"Mempresentasikan gagasan, perasaan, pandangan, arahan, pesan, dan/atau kreativitas berbahasa dalam berbagai tipe teks berbentuk monolog, dialog, dan/atau gelar wicara dan/atau berbagai tipe teks secara logis, sistematis, kritis, dan kreatif sesuai dengan norma kesopanan dan budaya Indonesia; menyajikan karya sastra secara kreatif dan menarik; dan mempertahankan hasil penelitian dengan argumentasi.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-BAHASA-INDONESIA-F-6.4,SMA,F,Bahasa Indonesia,Menulis,"Menulis gagasan, pandangan, imajinasi, dan/atau pengetahuan metakognisi dalam berbagai tipe teks secara logis, kritis, dan kreatif; dan mempublikasikan hasil karya di media cetak, elektronik, dan/atau digital.",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
LO-MATEMATIKA-A-1.1,SD,A,Matematika,Bilangan,"Menunjukkan pemahaman dan memiliki intuisi bilangan ( number sense ) pada bilangan cacah sampai 100; membaca, menulis, menentukan nilai tempat, membandingkan, mengurutkan, serta melakukan komposisi (menyusun) dan dekomposisi (mengurai) bilangan; melakukan operasi penjumlahan dan pengurangan menggunakan benda-benda konkret yang banyaknya sampai 20; dan menunjukkan pemahaman pecahan sebagai bagian dari keseluruhan melalui konteks membagi sebuah benda atau kumpulan benda sama banyak (pecahan yang diperkenalkan adalah setengah dan seperempat).",AUTO-119,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,extracted_machine
